field,G;intensity,a.u.
3124.63;2286
3124.73;2286
3124.83;2285
3124.93;2282
3125.03;2284
3125.13;2283
3125.23;2282
3125.33;2283
3125.43;2282
3125.53;2277
3125.63;2278
3125.73;2278
3125.83;2277
3125.93;2275
3126.03;2276
3126.13;2270
3126.23;2267
3126.33;2265
3126.43;2268
3126.53;2261
3126.63;2258
3126.73;2257
3126.83;2257
3126.93;2256
3127.04;2255
3127.14;2254
3127.24;2255
3127.34;2256
3127.44;2255
3127.54;2256
3127.64;2256
3127.74;2257
3127.84;2256
3127.94;2253
3128.04;2251
3128.14;2253
3128.24;2256
3128.34;2259
3128.44;2259
3128.54;2255
3128.64;2252
3128.74;2249
3128.84;2244
3128.94;2240
3129.04;2235
3129.14;2234
3129.24;2231
3129.34;2231
3129.44;2232
3129.54;2229
3129.64;2221
3129.74;2219
3129.84;2219
3129.94;2221
3130.04;2222
3130.14;2227
3130.24;2222
3130.34;2223
3130.44;2221
3130.54;2219
3130.64;2212
3130.74;2214
3130.84;2214
3130.94;2214
3131.04;2213
3131.14;2212
3131.24;2211
3131.34;2209
3131.44;2204
3131.54;2201
3131.64;2197
3131.74;2193
3131.84;2189
3131.94;2185
3132.04;2179
3132.14;2173
3132.24;2173
3132.34;2173
3132.44;2174
3132.54;2175
3132.64;2175
3132.74;2174
3132.84;2175
3132.94;2174
3133.04;2173
3133.14;2170
3133.24;2165
3133.34;2161
3133.44;2161
3133.54;2158
3133.64;2157
3133.74;2153
3133.84;2149
3133.94;2140
3134.04;2135
3134.14;2131
3134.24;2128
3134.34;2125
3134.44;2127
3134.54;2126
3134.64;2128
3134.74;2127
3134.84;2127
3134.94;2121
3135.05;2118
3135.15;2115
3135.25;2113
3135.35;2111
3135.45;2107
3135.55;2104
3135.65;2102
3135.75;2095
3135.85;2089
3135.95;2084
3136.05;2081
3136.15;2074
3136.25;2072
3136.35;2071
3136.45;2070
3136.55;2066
3136.65;2065
3136.75;2062
3136.85;2060
3136.95;2055
3137.05;2052
3137.15;2045
3137.25;2040
3137.35;2037
3137.45;2034
3137.55;2031
3137.65;2027
3137.75;2021
3137.85;2015
3137.95;2011
3138.05;2003
3138.15;2000
3138.25;1996
3138.35;1993
3138.45;1991
3138.55;1993
3138.65;1985
3138.75;1978
3138.85;1969
3138.95;1962
3139.05;1954
3139.15;1948
3139.25;1941
3139.35;1937
3139.45;1931
3139.55;1925
3139.65;1922
3139.75;1920
3139.85;1916
3139.95;1914
3140.05;1911
3140.15;1907
3140.25;1899
3140.35;1894
3140.45;1886
3140.55;1880
3140.65;1874
3140.75;1871
3140.85;1866
3140.95;1861
3141.05;1855
3141.15;1846
3141.25;1836
3141.35;1832
3141.45;1824
3141.55;1818
3141.65;1813
3141.75;1811
3141.85;1803
