field,G;intensity,a.u.
3156.77;1448
3156.87;1452
3156.97;1452
3157.07;1456
3157.17;1460
3157.27;1463
3157.37;1467
3157.47;1468
3157.57;1468
3157.67;1470
3157.77;1471
3157.87;1473
3157.97;1478
3158.07;1481
3158.17;1483
3158.27;1484
3158.37;1485
3158.47;1487
3158.57;1489
3158.67;1492
3158.77;1496
3158.87;1498
3158.97;1500
3159.08;1503
3159.18;1508
3159.28;1509
3159.38;1509
3159.48;1513
3159.58;1515
3159.68;1523
3159.78;1520
3159.88;1523
3159.98;1525
3160.08;1527
3160.18;1529
3160.28;1531
3160.38;1534
3160.48;1535
3160.58;1537
3160.68;1537
3160.78;1542
3160.88;1545
3160.98;1548
3161.08;1550
3161.18;1554
3161.28;1555
3161.38;1556
3161.48;1559
3161.58;1561
3161.68;1562
3161.78;1563
3161.88;1566
3161.98;1569
3162.08;1566
3162.18;1566
3162.28;1569
3162.38;1571
3162.48;1575
3162.58;1573
3162.68;1574
3162.78;1576
3162.88;1580
3162.98;1578
3163.08;1583
3163.18;1585
3163.28;1587
3163.38;1589
3163.48;1591
3163.58;1595
3163.68;1596
3163.78;1601
3163.88;1605
3163.98;1608
3164.08;1608
3164.18;1610
3164.28;1610
3164.38;1611
3164.48;1611
3164.58;1614
3164.68;1616
3164.78;1619
3164.88;1621
3164.98;1622
3165.08;1625
3165.18;1627
3165.28;1627
3165.38;1630
3165.48;1632
3165.58;1634
3165.68;1638
3165.78;1638
3165.88;1647
3165.98;1652
3166.08;1656
3166.18;1658
3166.28;1660
3166.38;1661
3166.48;1661
3166.58;1662
3166.68;1662
3166.78;1665
3166.88;1665
3166.98;1667
3167.09;1667
3167.19;1669
3167.29;1669
3167.39;1670
3167.49;1669
3167.59;1668
3167.69;1670
3167.79;1672
3167.89;1675
3167.99;1677
3168.09;1675
3168.19;1680
3168.29;1683
3168.39;1685
3168.49;1687
3168.59;1689
3168.69;1690
3168.79;1691
3168.89;1694
3168.99;1697
3169.09;1702
3169.19;1701
3169.29;1703
3169.39;1706
3169.49;1708
3169.59;1709
3169.69;1711
3169.79;1713
3169.89;1713
3169.99;1713
3170.09;1713
3170.19;1716
3170.29;1716
3170.39;1715
3170.49;1715
3170.59;1716
3170.69;1716
3170.79;1716
3170.89;1717
3170.99;1720
3171.09;1723
3171.19;1726
3171.29;1728
3171.39;1732
3171.49;1729
3171.59;1729
3171.69;1731
3171.79;1734
3171.89;1736
3171.99;1737
3172.09;1739
3172.19;1739
3172.29;1741
3172.39;1741
3172.49;1745
3172.59;1746
3172.69;1746
3172.79;1747
3172.89;1748
3172.99;1750
3173.09;1750
3173.19;1750
3173.29;1751
3173.39;1755
3173.49;1754
3173.59;1755
3173.69;1759
3173.79;1758
3173.89;1757
3173.99;1760
3174.09;1761
3174.19;1766
3174.29;1762
3174.39;1762
3174.49;1761
3174.59;1762
3174.69;1761
3174.79;1763
3174.89;1765
3174.99;1766
3175.1;1768
3175.2;1766
3175.3;1769
3175.4;1772
3175.5;1776
3175.6;1777
3175.7;1780
3175.8;1781
3175.9;1782
3176;1784
3176.1;1786
3176.2;1786
3176.3;1787
3176.4;1787
3176.5;1790
3176.6;1788
3176.7;1786
3176.8;1786
3176.9;1786
3177;1786
3177.1;1786
3177.2;1787
3177.3;1787
3177.4;1790
3177.5;1789
3177.6;1794
3177.7;1794
3177.8;1796
3177.9;1797
3178;1798
3178.1;1800
3178.2;1799
3178.3;1799
3178.4;1799
3178.5;1801
3178.6;1802
3178.7;1804
3178.8;1808
3178.9;1809
3179;1809
3179.1;1812
3179.2;1814
3179.3;1813
3179.4;1813
3179.5;1812
3179.6;1813
3179.7;1814
3179.8;1811
3179.9;1814
3180;1814
3180.1;1814
3180.2;1815
3180.3;1813
3180.4;1818
3180.5;1818
3180.6;1820
3180.7;1821
3180.8;1824
3180.9;1824
3181;1823
3181.1;1823
3181.2;1824
3181.3;1826
3181.4;1826
3181.5;1829
3181.6;1829
3181.7;1830
3181.8;1830
3181.9;1833
3182;1833
3182.1;1831
3182.2;1833
3182.3;1835
3182.4;1836
3182.5;1837
3182.6;1837
3182.7;1840
3182.8;1842
3182.9;1842
3183.01;1842
3183.11;1845
3183.21;1843
3183.31;1843
3183.41;1844
3183.51;1844
3183.61;1847
3183.71;1845
3183.81;1844
3183.91;1845
3184.01;1846
3184.11;1846
3184.21;1848
3184.31;1849
3184.41;1849
3184.51;1851
3184.61;1852
3184.71;1854
3184.81;1855
3184.91;1856
3185.01;1859
3185.11;1862
3185.21;1864
3185.31;1865
3185.41;1866
3185.51;1866
3185.61;1866
3185.71;1866
3185.81;1867
3185.91;1872
3186.01;1867
3186.11;1867
3186.21;1869
3186.31;1871
3186.41;1870
3186.51;1870
3186.61;1870
3186.71;1871
3186.81;1872
3186.91;1870
3187.01;1870
3187.11;1870
3187.21;1870
3187.31;1870
3187.41;1872
3187.51;1873
3187.61;1874
3187.71;1877
3187.81;1876
3187.91;1878
3188.01;1879
3188.11;1878
3188.21;1883
3188.31;1882
3188.41;1881
3188.51;1882
3188.61;1882
3188.71;1885
3188.81;1881
3188.91;1881
3189.01;1882
3189.11;1885
3189.21;1885
3189.31;1891
3189.41;1892
3189.51;1891
3189.61;1890
3189.71;1888
3189.81;1889
3189.91;1889
3190.01;1891
3190.11;1894
3190.21;1897
3190.31;1896
3190.41;1896
3190.51;1896
3190.61;1897
