Wavelength Trans 
nm % 
480 37,7770341833366 
480,2 38,0522288726186 
480,4 37,3096133295 
480,6 36,418609064113 
480,8 35,8912834980482 
481 37,367815727345 
481,2 36,4339899450969 
481,4 35,5335348363357 
481,6 35,563405686999 
481,8 36,5971769425688 
482 35,9426133074686 
482,2 36,0601659385201 
482,4 35,4784688199163 
482,6 35,9041353334553 
482,8 35,7655025077362 
483 35,9604159005177 
483,2 35,7690487501142 
483,4 36,3533044674057 
483,6 36,7178086596554 
483,8 36,0886354246303 
484 36,2238095038082 
484,2 35,9326689674107 
484,4 35,7581969933786 
484,6 35,5889351396593 
484,8 35,7931172465228 
485 35,7219314995287 
485,2 35,2535907326026 
485,4 35,4143393103963 
485,6 35,0493133289892 
485,8 35,1870896778415 
486 35,0375169676787 
486,2 35,0661061707516 
486,4 35,0889556590046 
486,6 35,4021356167374 
486,8 35,8130804773211 
487 35,4534590292233 
487,2 34,8249877513077 
487,4 33,6285419199732 
487,6 34,2876177446633 
487,8 33,8334837452904 
488 34,9924012936212 
488,2 34,1954065542519 
488,4 35,4953740509983 
488,6 34,3996415004077 
488,8 33,763059931056 
488,999999999999 33,6561881935699 
489,199999999999 34,7050347517422 
489,399999999999 34,0626975465494 
489,599999999999 34,1533429482907 
489,799999999999 34,6764427718086 
489,999999999999 34,0163923095848 
490,199999999999 34,1465342759672 
490,399999999999 33,907317341891 
490,599999999999 34,0416150258167 
490,799999999999 33,6811900807946 
490,999999999999 33,766643169358 
491,199999999999 33,5460031133473 
491,399999999999 33,6201321238747 
491,599999999999 33,4084490975067 
491,799999999999 33,4347801080172 
491,999999999999 33,7603429962828 
492,199999999999 33,3899762870278 
492,399999999999 32,7717018978648 
492,599999999999 33,2577141010619 
492,799999999999 32,7767523623462 
492,999999999999 32,7786484131829 
493,199999999999 33,326787566167 
493,399999999999 33,1212157207619 
493,599999999999 33,3655120935698 
493,799999999999 33,3652645912189 
493,999999999999 33,1696744830361 
494,199999999999 33,2018197630688 
494,399999999999 33,0887702504847 
494,599999999999 33,0310407529597 
494,799999999999 32,3229341208639 
494,999999999999 32,2843765575322 
495,199999999999 31,9545718714558 
495,399999999999 31,8787588192351 
495,599999999999 32,3282872506505 
495,799999999999 33,1930716195818 
495,999999999999 33,4987435796823 
496,199999999999 32,3790174540294 
496,399999999999 32,8483429281451 
496,599999999999 33,0392498488509 
496,799999999999 33,1605855137731 
