Wavelength Trans 
nm % 
331 18,4851991458192 
331,2 17,1391390352945 
331,4 23,673874832778 
331,6 21,6485912462721 
331,8 18,8416188518433 
332 22,8756675011161 
332,2 22,97385862826 
332,4 23,2531845377989 
332,6 19,4199468324396 
332,8 22,703065805214 
333 25,4235316085523 
333,2 22,7418689235161 
333,4 24,6084934107011 
333,6 31,0078766292288 
333,8 26,2451610164526 
334 24,4600728127271 
334,2 23,9597239052914 
334,4 33,638966801579 
334,6 29,1377644855188 
334,8 26,6852245080033 
335 27,0149199879114 
335,2 28,300909474987 
335,4 28,9457659181287 
335,6 37,5758460000005 
335,8 26,9066110007943 
336 25,4800839093233 
336,2 24,3150183473745 
336,4 25,974150195092 
336,6 24,4362837378071 
336,8 25,9855732880311 
337 23,9567412744563 
337,2 27,9659740560346 
337,4 26,8448675564854 
337,6 32,6546608891547 
337,8 25,6718860969665 
338 31,8006412950959 
338,2 27,8395857696502 
338,4 33,4957194534096 
338,6 29,4298422263718 
338,8 32,4593565936125 
339 30,8926355392753 
339,2 29,1032571279725 
339,4 33,6939522095208 
339,6 34,9645824619396 
339,8 31,4244440927763 
339,999999999999 31,1301929232453 
340,199999999999 32,1227966252919 
340,399999999999 38,1100544991474 
340,599999999999 36,2465099493464 
340,799999999999 33,4195039692239 
340,999999999999 32,7081880947757 
341,199999999999 26,3234751518734 
341,399999999999 26,7681051996139 
341,599999999999 31,6707240871565 
341,799999999999 33,2538847443881 
341,999999999999 34,3568487060012 
342,199999999999 35,1844181624126 
342,399999999999 33,3240386057258 
342,599999999999 31,8540889881095 
342,799999999999 27,8012833191097 
342,999999999999 32,7584913732141 
343,199999999999 33,4840861022055 
343,399999999999 34,8958899627178 
343,599999999999 35,0476435641348 
343,799999999999 33,8173858918498 
343,999999999999 31,7998644956343 
344,199999999999 36,5412534879275 
344,399999999999 37,6097343252649 
344,599999999999 34,4671877116564 
344,799999999999 38,2821084620985 
344,999999999999 37,1836741621469 
345,199999999999 38,7143389016298 
345,399999999999 36,8894815746877 
345,599999999999 34,9708256356966 
345,799999999999 35,8908270736448 
345,999999999999 31,3965944277048 
346,199999999999 37,6733759442914 
346,399999999999 36,088256724498 
346,599999999999 36,3893200953974 
346,799999999999 40,0796197987681 
346,999999999999 36,0195938036585 
347,199999999999 39,0925229056516 
347,399999999999 34,2454780588628 
347,599999999999 32,4428615367156 
347,799999999999 37,9358085507235 
347,999999999999 32,0972989294682 
348,199999999999 36,4307301967438 
348,399999999999 31,7224764811147 
348,599999999999 35,257396026828 
348,799999999999 40,2493403330811 
348,999999999999 34,4119584546287 
349,199999999999 41,0369447387769 
349,399999999999 40,2745781192055 
349,599999999999 33,3481087204793 
349,799999999999 37,8636883040146 
349,999999999999 39,1909859619961 
350,199999999999 36,1115655769757 
350,399999999999 38,6451357774422 
350,599999999999 34,7853419228884 
350,799999999999 35,0652970623286 
350,999999999999 36,1029155035587 
351,199999999999 36,053625204332 
351,399999999999 38,5859640098219 
351,599999999999 38,4266835845979 
351,799999999999 36,0113184835996 
351,999999999999 36,2133682808526 
352,199999999999 37,1628444144974 
352,399999999999 40,8239210145254 
352,599999999999 40,5868011716633 
352,799999999999 37,5221059805106 
352,999999999999 42,0453654876019 
353,199999999999 40,5072616818822 
353,399999999999 40,0901986732191 
353,599999999999 39,1536254762956 
353,799999999999 37,3211689699752 
353,999999999999 39,3078304467295 
354,199999999999 41,0102714776554 
354,399999999999 37,4946516655431 
354,599999999999 41,7702710972275 
354,799999999999 38,8531800729738 
354,999999999999 38,4611203471251 
355,199999999999 37,7719626330165 
355,399999999999 37,8749457083741 
355,599999999999 39,2198317143204 
355,799999999999 42,2415773890833 
355,999999999999 43,6131541327154 
356,199999999999 40,5063547024374 
356,399999999999 39,3067447251669 
356,599999999999 40,3922826249739 
356,799999999999 38,5878384316079 
356,999999999999 39,2345694578334 
357,199999999999 40,6155064096195 
357,399999999998 40,2290187122358 
357,599999999998 40,8115629163108 
357,799999999998 40,4774373876859 
357,999999999998 40,0220215752976 
358,199999999998 41,5785543641294 
358,399999999998 40,0704195118152 
358,599999999998 38,8579039312222 
358,799999999998 39,7712499620821 
358,999999999998 40,5026715259226 
359,199999999998 35,9829074898391 
359,399999999998 42,8247706529055 
359,599999999998 43,9181259868579 
359,799999999998 41,3885374883523 
359,999999999998 36,7990853124909 
360,199999999998 41,4254995815768 
360,399999999998 43,2171949223013 
360,599999999998 41,0392422665397 
360,799999999998 41,5235713581096 
360,999999999998 40,8617538528444 
361,199999999998 40,3280210441904 
361,399999999998 41,5935948284953 
361,599999999998 38,7647314588956 
361,799999999998 35,7758246210798 
361,999999999998 40,279009048156 
362,199999999998 43,5173890712819 
362,399999999998 38,9351579001372 
362,599999999998 40,5898294645043 
362,799999999998 43,044393142831 
362,999999999998 40,4817476518621 
363,199999999998 39,3655344329747 
363,399999999998 43,7108201254913 
363,599999999998 40,4434132337864 
363,799999999998 39,9079533033144 
363,999999999998 42,2434392318641 
364,199999999998 43,9223631593689 
364,399999999998 41,670043979852 
364,599999999998 42,3526078090716 
364,799999999998 39,7814505487344 
364,999999999998 41,241716857051 
365,199999999998 42,1423909306508 
365,399999999998 44,9938631053126 
365,599999999998 41,2093648338817 
365,799999999998 42,2006293963576 
365,999999999998 45,7160180334062 
366,199999999998 38,2537850074897 
366,399999999998 45,2400660964147 
366,599999999998 43,5440710468818 
366,799999999998 41,5977120086068 
366,999999999998 41,3595891581663 
367,199999999998 43,4718708824702 
367,399999999998 42,3741203887929 
367,599999999998 44,2253878245445 
367,799999999998 38,7310384169914 
367,999999999998 43,8516984061672 
368,199999999998 42,5710961834864 
368,399999999998 39,6060779875932 
368,599999999998 41,9559708453966 
368,799999999998 45,9773309159552 
368,999999999998 39,9686086797933 
369,199999999998 42,2501010652524 
369,399999999998 43,4133702614433 
369,599999999998 41,7235733398154 
369,799999999998 41,2630710407685 
369,999999999998 41,8805610825108 
370,199999999998 41,4564922766317 
370,399999999998 40,7158586929192 
370,599999999998 41,6537309871331 
370,799999999998 40,3259757009798 
370,999999999998 42,757951445065 
371,199999999998 44,2265874958968 
371,399999999998 43,1244277412273 
371,599999999998 38,4243208388908 
371,799999999998 41,5352894837487 
371,999999999998 42,9098357380633 
372,199999999998 39,9709783899648 
372,399999999998 38,1884249212311 
372,599999999998 43,0087198392984 
372,799999999998 41,6732697993169 
372,999999999998 42,7008299068203 
373,199999999998 40,6555563224985 
373,399999999998 42,9921988185664 
373,599999999998 42,3342718697236 
373,799999999998 40,0397166927325 
373,999999999998 42,225803126975 
374,199999999998 41,1065027196737 
374,399999999998 39,3962306684481 
374,599999999998 41,0983584793757 
374,799999999998 39,2329651617695 
374,999999999997 42,7210677234004 
375,199999999997 39,6250929242862 
375,399999999997 41,3720918883488 
375,599999999997 43,0304594242315 
375,799999999997 40,3146082504467 
375,999999999997 40,9290126670767 
376,199999999997 40,2104497704899 
376,399999999997 42,2106508680713 
376,599999999997 41,4396789099345 
376,799999999997 40,9115233795472 
376,999999999997 41,5689470232852 
377,199999999997 39,6389645705498 
377,399999999997 41,8780731689067 
377,599999999997 42,967812771841 
377,799999999997 41,2535950218949 
377,999999999997 43,5288569499437 
378,199999999997 41,14998072537 
378,399999999997 40,7963672855622 
378,599999999997 41,1314829052472 
378,799999999997 40,1245781712622 
378,999999999997 40,4845518812876 
379,199999999997 42,234889111772 
379,399999999997 41,5333511203791 
379,599999999997 41,0971193262736 
379,799999999997 42,2073467867211 
