Wavelength Trans 
nm % 
480 23,3424423982071 
480,2 23,2666628109473 
480,4 23,1753850065773 
480,6 23,0105073289164 
480,8 22,8711108674003 
481 22,7439562899714 
481,2 22,6066602506739 
481,4 22,5602199384487 
481,6 22,4674115929299 
481,8 22,368621383778 
482 22,2812932318841 
482,2 22,2026748556331 
482,4 22,077206470976 
482,6 21,8667726091176 
482,8 21,8320527260963 
483 21,7297531250317 
483,2 21,6119022258889 
483,4 21,3829918510973 
483,6 21,3181012719001 
483,8 21,3228002882547 
484 21,2536407237979 
484,2 21,0933255378527 
484,4 21,092378686079 
484,6 21,0030220805428 
484,8 20,8001931091785 
485 20,6639391000994 
485,2 20,5327494923997 
485,4 20,496993001682 
485,6 20,3836515968975 
485,8 20,2789138391259 
486 20,1971496222547 
486,2 20,1211217676418 
486,4 20,0393298845737 
486,6 19,8684225282227 
486,8 19,8124701224227 
487 19,6155145540414 
487,2 19,5336826296294 
487,4 19,5385964949306 
487,6 19,5590342733724 
487,8 19,4317782854773 
488 19,3547714118337 
488,2 19,1374498381508 
488,4 18,9298202333267 
488,6 18,8654172904922 
488,8 18,8409352895017 
488,999999999999 18,7871859087415 
489,199999999999 18,6761226112648 
489,399999999999 18,6218685126329 
489,599999999999 18,5961594460612 
489,799999999999 18,317694742868 
489,999999999999 18,1985478033914 
490,199999999999 18,1024096171912 
490,399999999999 18,0143152585622 
490,599999999999 17,9245961123903 
490,799999999999 17,9060363139141 
490,999999999999 17,8809338990802 
491,199999999999 17,7794667778239 
491,399999999999 17,6034140195352 
491,599999999999 17,517829921255 
491,799999999999 17,4934647969012 
491,999999999999 17,3366445135708 
492,199999999999 17,2218617757881 
492,399999999999 17,2002350522662 
492,599999999999 17,1541689366767 
492,799999999999 17,0525393101054 
492,999999999999 16,9601301880306 
493,199999999999 16,8182231145853 
493,399999999999 16,7398299728019 
493,599999999999 16,6577311404668 
493,799999999999 16,5306521061396 
493,999999999999 16,5395135982317 
494,199999999999 16,509395274845 
494,399999999999 16,4534330847712 
494,599999999999 16,3453272110332 
494,799999999999 16,318644313755 
494,999999999999 16,1972359587657 
495,199999999999 16,0534376985338 
495,399999999999 15,9728378988979 
495,599999999999 15,890496438694 
495,799999999999 15,8759412521756 
495,999999999999 15,8100228110172 
496,199999999999 15,7062905896023 
496,399999999999 15,5881134076791 
496,599999999999 15,5328349774477 
496,799999999999 15,4824518306775 
496,999999999999 15,3693124395758 
497,199999999999 15,3088646880777 
497,399999999999 15,2888820113581 
497,599999999999 15,2374815859486 
497,799999999999 15,1532687830608 
