field,G;intensity,a.u.
3188.31;2323
3188.41;2334
3188.51;2341
3188.61;2344
3188.71;2348
3188.81;2347
3188.91;2352
3189.01;2358
3189.11;2369
3189.21;2375
3189.31;2380
3189.41;2387
3189.51;2390
3189.61;2392
3189.71;2392
3189.81;2396
3189.91;2401
3190.01;2402
3190.11;2409
3190.21;2417
3190.31;2423
3190.41;2427
3190.51;2426
3190.61;2430
3190.71;2434
3190.81;2437
3190.91;2441
3191.02;2444
3191.12;2453
3191.22;2456
3191.32;2460
3191.42;2464
3191.52;2471
3191.62;2476
3191.72;2477
3191.82;2479
3191.92;2480
3192.02;2481
3192.12;2483
3192.22;2485
3192.32;2488
3192.42;2489
3192.52;2489
3192.62;2486
3192.72;2479
3192.82;2481
3192.92;2482
3193.02;2481
3193.12;2482
3193.22;2480
3193.32;2487
3193.42;2490
3193.52;2493
3193.62;2496
3193.72;2495
3193.82;2496
