Bruker BioSpin GmbH: the minispec
DataType=5
DataLimits=0.03794,7.02394,500
DataUnit=Time/ms,Intensity/%
c:\nmr relaxation\applications\fid.app
07.02.2019 18:23:55

0.03794	96.43467643
0.05194	95.92185592
0.06594	95.53113553
0.07994	95.14041514
0.09394	94.8962149
0.10794	94.43223443
0.12194	93.89499389
0.13594	93.35775336
0.14994	92.6984127
0.16394	92.08791209
0.17794	91.30647131
0.19194	90.52503053
0.20594	89.74358974
0.21994	88.98656899
0.23394	87.86324786
0.24794	86.93528694
0.26194	86.00732601
0.27594	84.83516484
0.28994	83.85836386
0.30394	82.73504274
0.31794	81.56288156
0.33194	80.34188034
0.34594	79.29181929
0.35994	78.0952381
0.37394	76.87423687
0.38794	75.48229548
0.40194	74.50549451
0.41594	72.99145299
0.42994	71.62393162
0.44394	70.35409035
0.45794	69.25518926
0.47194	67.74114774
0.48594	66.44688645
0.49994	65.17704518
0.51394	63.73626374
0.52794	62.39316239
0.54194	61.36752137
0.55594	59.78021978
0.56994	58.65689866
0.58394	57.41147741
0.59794	56.11721612
0.61194	54.94505495
0.62594	53.72405372
0.63994	52.55189255
0.65394	51.47741148
0.66794	50.23199023
0.68194	49.03540904
0.69594	48.10744811
0.70994	47.00854701
0.72394	45.59218559
0.73794	44.73748474
0.75194	43.83394383
0.76594	42.68620269
0.77994	41.83150183
0.79394	40.97680098
0.80794	40.07326007
0.82194	39.16971917
0.83594	38.48595849
0.84994	37.31379731
0.86394	36.48351648
0.87794	35.77533578
0.89194	34.82295482
0.90594	34.01709402
0.91994	33.23565324
0.93394	32.5030525
0.94794	31.81929182
0.96194	31.13553114
0.97594	30.20757021
0.98994	29.81684982
1.00394	28.84004884
1.01794	28.32722833
1.03194	27.4969475
1.04594	26.76434676
1.05994	26.08058608
1.07394	25.59218559
1.08794	24.85958486
1.10194	24.37118437
1.11594	23.71184371
1.12994	22.97924298
1.14394	22.31990232
1.15794	21.92918193
1.17194	21.12332112
1.18594	20.48840049
1.19994	19.97557998
1.21394	19.53601954
1.22794	18.77899878
1.24194	18.07081807
1.25594	17.65567766
1.26994	17.04517705
1.28394	16.43467643
1.29794	15.8974359
1.31194	15.14041514
1.32594	14.74969475
1.33994	14.43223443
1.35394	13.91941392
1.36794	13.21123321
1.38194	12.94261294
1.39594	12.21001221
1.40994	11.81929182
1.42394	11.28205128
1.43794	10.62271062
1.45194	10.32967033
1.46594	9.694749695
1.47994	9.67032967
1.49394	9.084249084
1.50794	8.717948718
1.52194	8.473748474
1.53594	8.058608059
1.54994	7.472527473
1.56394	7.155067155
1.57794	7.032967033
1.59194	6.788766789
1.60594	6.422466422
1.61994	6.202686203
1.63394	6.129426129
1.64794	5.592185592
1.66194	5.494505495
