Bruker BioSpin GmbH: the minispec
DataType=5
DataLimits=0.03794,7.02394,500
DataUnit=Time/ms,Intensity/%
c:\nmr relaxation\applications\fid.app
07.02.2019 19:18:09

0.03794	95.31135531
0.05194	94.7008547
0.06594	94.45665446
0.07994	94.06593407
0.09394	93.74847375
0.10794	93.06471306
0.12194	92.57631258
0.13594	91.84371184
0.14994	91.33089133
0.16394	90.6959707
0.17794	89.86568987
0.19194	89.27960928
0.20594	88.37606838
0.21994	87.27716728
0.23394	86.37362637
0.24794	85.32356532
0.26194	84.46886447
0.27594	83.22344322
0.28994	82.02686203
0.30394	80.83028083
0.31794	79.82905983
0.33194	78.51037851
0.34594	77.58241758
0.35994	76.06837607
0.37394	74.94505495
0.38794	73.6019536
0.40194	72.18559219
0.41594	70.84249084
0.42994	69.69474969
0.44394	68.4004884
0.45794	66.88644689
0.47194	65.73870574
0.48594	64.56654457
0.49994	63.003663
0.51394	62.02686203
0.52794	60.65934066
0.54194	59.26739927
0.55594	57.997558
0.56994	56.94749695
0.58394	55.53113553
0.59794	54.38339438
0.61194	53.16239316
0.62594	52.03907204
0.63994	50.94017094
0.65394	49.76800977
0.66794	48.74236874
0.68194	47.59462759
0.69594	46.71550672
0.70994	45.51892552
0.72394	44.54212454
0.73794	43.39438339
0.75194	42.46642247
0.76594	41.80708181
0.77994	40.75702076
0.79394	40.07326007
0.80794	39.02319902
0.82194	38.24175824
0.83594	37.26495726
0.84994	36.67887668
0.86394	35.72649573
0.87794	34.96947497
0.89194	34.31013431
0.90594	33.77289377
0.91994	32.84493284
0.93394	31.96581197
0.94794	31.15995116
0.96194	30.74481074
0.97594	29.86568987
0.98994	29.27960928
1.00394	28.57142857
1.01794	27.69230769
1.03194	26.98412698
1.04594	26.54456654
1.05994	25.90964591
1.07394	25.22588523
1.08794	24.42002442
1.10194	23.93162393
1.11594	23.24786325
1.12994	22.56410256
1.14394	21.97802198
1.15794	21.22100122
1.17194	20.61050061
1.18594	20.04884005
1.19994	19.51159951
1.21394	19.02319902
1.22794	18.33943834
1.24194	18.02197802
1.25594	17.24053724
1.26994	16.63003663
1.28394	15.995116
1.29794	15.40903541
1.31194	14.7985348
1.32594	14.50549451
1.33994	13.77289377
1.35394	13.38217338
1.36794	12.94261294
1.38194	12.33211233
1.39594	11.91697192
1.40994	11.42857143
1.42394	10.91575092
1.43794	10.47619048
1.45194	9.914529915
1.46594	9.865689866
1.47994	9.304029304
1.49394	8.913308913
1.50794	8.84004884
1.52194	8.253968254
1.53594	7.960927961
1.54994	7.765567766
1.56394	7.472527473
1.57794	7.326007326
1.59194	6.862026862
1.60594	6.568986569
1.61994	6.324786325
1.63394	6.007326007
1.64794	5.885225885
1.66194	5.811965812
1.67594	5.518925519
1.68994	5.25030525
1.70394	5.201465201
1.71794	4.981684982
1.73194	4.713064713
1.74594	4.810744811
1.75994	4.517704518
1.77394	4.63980464
1.78794	4.322344322
1.80194	4.371184371
1.81594	4.249084249
1.82994	4.224664225
1.84394	4.053724054
1.85794	3.785103785
1.87194	3.80952381
1.88594	3.58974359
1.89994	3.760683761
1.91394	3.418803419
1.92794	3.394383394
1.94194	3.199023199
1.95594	3.296703297
1.96994	3.199023199
1.98394	3.15018315
1.99794	3.199023199
2.01194	2.881562882
2.02594	2.661782662
2.03994	2.612942613
2.05394	2.515262515
2.06794	2.417582418
2.08194	2.442002442
2.09594	2.271062271
2.10994	2.271062271
2.12394	2.222222222
2.13794	2.075702076
2.15194	2.222222222
2.16594	1.855921856
2.17994	2.026862027
2.19394	1.831501832
